CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_Germany,Geography_Spain,Gender_Male,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,actual,predicted,churn_probability,churn_risk
675,40,8,79035.95,1,1,0,142783.98,1,5,481,False,True,False,True,False,False,1,1,0.9975883109477458,High Risk
699,43,2,136487.86,2,1,0,82815.93,0,4,237,False,True,True,False,True,False,0,0,0.0010825433320947543,Low Risk
695,52,8,103023.26,1,1,1,22485.64,0,2,282,True,False,True,True,False,False,0,0,0.0011490683144887467,Low Risk
528,36,7,0.0,2,1,0,60536.56,0,5,458,False,True,True,False,False,True,0,0,0.0015327491426983123,Low Risk
645,45,8,85325.93,1,0,0,22558.74,0,3,653,False,False,False,False,False,False,0,0,0.0220156324486427,Low Risk
521,40,9,134504.78,1,1,0,18082.06,0,5,257,True,False,False,False,True,False,0,0,0.06085352767647121,Low Risk
748,44,2,92911.52,1,0,1,85495.24,0,5,805,False,False,True,False,True,False,0,0,0.00017408987823118034,Low Risk
745,51,3,99183.9,1,1,1,28922.25,0,5,270,True,False,True,False,False,True,0,0,0.0012437586682238642,Low Risk
655,38,4,0.0,2,0,0,110527.71,0,1,437,False,False,True,True,False,False,0,0,0.0034734653929328696,Low Risk
699,32,4,110559.46,1,1,1,127429.56,0,2,713,False,False,False,False,False,True,0,0,0.0006449651098789122,Low Risk
676,40,8,114005.78,1,1,1,67998.45,0,3,324,False,False,True,False,True,False,0,0,0.00028398880752386976,Low Risk
498,31,10,0.0,2,1,0,13892.57,0,1,433,False,False,False,False,True,False,0,0,0.016792707636679265,Low Risk
482,45,7,156353.46,1,1,0,72643.95,1,4,647,True,False,True,False,True,False,1,1,0.9981706576438742,High Risk
529,67,8,103101.56,2,1,1,154002.02,1,5,572,False,False,True,False,True,False,1,1,0.8917597271560596,High Risk
516,31,3,0.0,2,1,0,124202.26,0,1,413,False,True,False,False,False,True,0,0,0.010114094655916363,Low Risk
611,30,2,104145.65,1,0,0,159629.64,0,2,741,False,False,True,False,False,True,0,0,0.0026877103450610616,Low Risk
562,31,9,117153.0,1,1,1,108675.01,0,4,759,True,False,False,False,True,False,0,0,0.0019070726913047165,Low Risk
617,34,9,0.0,2,1,0,118749.58,0,1,561,False,True,True,False,True,False,0,0,0.0013044877505854007,Low Risk
678,44,2,98009.13,2,0,1,31384.86,0,3,985,True,False,False,False,False,True,0,0,0.0015787626982924797,Low Risk
602,23,7,113758.48,2,0,0,84077.6,0,4,719,False,False,True,False,False,False,0,0,0.0013668759043217492,Low Risk
590,54,4,0.0,2,1,1,93820.49,1,4,723,False,False,False,False,True,False,1,1,0.9818618963344324,High Risk
537,84,8,92242.34,1,1,1,186235.98,0,3,768,True,False,True,False,False,True,0,0,0.0006625408960098017,Low Risk
770,70,9,110738.89,1,1,0,22666.77,1,3,467,False,False,False,False,True,False,1,1,0.9991782730008442,High Risk
711,52,5,0.0,1,1,1,159808.95,0,2,258,False,False,True,False,False,True,0,0,0.0005803343862281142,Low Risk
501,44,4,142051.07,2,0,1,74940.5,0,3,251,False,False,True,True,False,False,0,0,0.00024037951328377178,Low Risk
718,32,8,0.0,2,1,1,41399.33,0,5,685,False,True,True,True,False,False,0,0,4.986819405616811e-05,Low Risk
607,32,7,0.0,3,0,1,10674.62,0,4,701,False,True,False,False,False,False,0,0,0.0003997593108190744,Low Risk
652,38,1,103895.31,1,0,1,159649.44,0,3,607,False,True,False,False,False,True,0,0,0.0008408854385816066,Low Risk
646,48,8,169023.33,2,1,1,175657.55,0,4,593,True,False,True,False,True,False,0,0,0.00019366342207438234,Low Risk
549,37,1,130622.34,2,1,1,128499.94,0,3,623,True,False,False,False,False,True,0,0,0.001517183901042815,Low Risk
687,63,1,137715.66,1,1,1,37938.74,0,1,938,False,True,False,False,True,False,0,0,0.00039142880574514187,Low Risk
621,40,10,163823.37,1,0,0,89519.47,0,3,264,False,False,True,False,False,False,0,0,0.005610457954703262,Low Risk
577,26,1,180530.51,1,0,0,123454.62,0,3,873,False,False,False,False,False,False,0,0,0.007952638215864975,Low Risk
678,29,6,0.0,2,1,0,64443.75,0,3,775,False,True,True,True,False,False,0,0,0.0005894527886126225,Low Risk
735,41,7,179904.0,1,1,1,137180.95,0,1,505,False,False,True,False,False,True,0,0,0.0001487304267045647,Low Risk
670,42,1,115961.58,2,0,1,29483.87,0,4,795,False,False,False,False,False,False,0,0,0.0006129653781993376,Low Risk
807,47,1,95120.59,1,0,0,127875.1,0,3,468,False,False,True,False,True,False,0,0,0.003949510244392284,Low Risk
626,34,3,0.0,2,1,1,37870.29,0,1,604,False,False,False,False,False,True,0,0,0.0010195351782344827,Low Risk
668,59,5,120170.07,1,0,1,50454.8,0,3,442,True,False,False,False,False,False,0,0,0.009238732089574334,Low Risk
573,33,1,160777.9,1,1,1,149536.15,0,5,409,False,True,True,False,True,False,0,0,0.0001050892017756537,Low Risk
623,24,5,0.0,2,1,0,116160.04,0,1,776,False,False,False,True,False,False,0,0,0.004886800453735505,Low Risk
697,49,7,195238.29,4,0,1,131083.56,1,2,503,False,False,False,True,False,False,1,1,0.8980674386358146,High Risk
729,34,3,152303.8,1,1,0,12128.69,0,2,980,False,False,True,False,True,False,0,0,0.0009409912194087819,Low Risk
656,30,4,74323.2,1,1,1,22929.08,0,4,650,False,False,False,False,True,False,0,0,0.0009040607461176045,Low Risk
736,36,8,103914.17,1,1,1,110035.88,1,4,666,True,False,False,True,False,False,1,1,0.9925254802656446,High Risk
579,27,9,0.0,2,1,0,126838.7,0,5,903,False,False,False,True,False,False,0,0,0.0027134891478809995,Low Risk
692,34,7,0.0,2,1,0,195074.62,0,1,427,False,False,False,False,False,False,0,0,0.011923058872143876,Low Risk
586,32,1,149814.54,1,1,0,31830.06,0,3,507,True,False,True,True,False,False,0,0,0.006883519261804843,Low Risk
481,40,3,0.0,1,1,1,32319.93,0,2,415,False,False,True,True,False,False,0,0,0.0005221466619858995,Low Risk
850,32,4,156001.68,2,1,1,151677.31,0,1,882,False,False,True,True,False,False,0,0,2.5372100885274415e-05,Low Risk
509,29,0,107712.57,2,1,1,92898.17,0,2,831,True,False,False,False,False,True,0,0,0.0013597465556626752,Low Risk
797,29,1,0.0,2,1,1,132975.39,0,2,779,False,False,False,False,False,True,0,0,0.0004459391687278306,Low Risk
742,29,4,0.0,2,1,1,180066.59,0,4,646,False,False,False,True,False,False,0,0,0.0003308085374598494,Low Risk
634,52,1,0.0,2,1,1,176913.42,0,4,928,False,True,True,False,True,False,0,0,4.849567362798122e-05,Low Risk
850,31,1,108822.4,1,1,1,132173.31,0,2,747,True,False,False,False,False,False,0,0,0.002182552546999104,Low Risk
732,46,0,0.0,2,1,1,184350.78,0,3,461,False,False,True,False,False,False,0,0,0.00020362620940982468,Low Risk
490,31,3,145260.23,1,0,1,114066.77,0,4,471,False,True,True,False,False,True,0,0,0.00021292565778784634,Low Risk
644,40,8,93183.19,1,1,0,73882.49,0,3,617,False,False,True,True,False,False,0,0,0.00166583330546852,Low Risk
675,28,9,0.0,1,1,0,134110.93,0,2,817,False,False,True,False,False,False,0,0,0.002388948073857613,Low Risk
672,68,0,126061.51,2,1,1,184936.77,0,4,564,True,False,True,True,False,False,0,0,0.00024004099915123095,Low Risk
579,38,8,0.0,2,0,0,91763.67,0,5,835,False,False,True,False,True,False,0,0,0.001632841967488234,Low Risk
739,36,0,0.0,2,0,0,133465.57,0,2,323,False,False,False,True,False,False,0,0,0.01658693629097452,Low Risk
719,76,10,95052.29,1,1,0,176244.87,0,4,517,True,False,False,False,False,False,0,0,0.04360558573997192,Low Risk
704,31,5,132084.66,3,1,1,54474.48,1,4,246,False,False,True,False,False,False,1,1,0.8743615741251796,High Risk
466,26,9,105522.06,1,1,0,10842.46,0,4,887,False,False,True,False,False,True,0,0,0.0014860993066729777,Low Risk
648,37,7,0.0,2,1,0,194238.92,0,4,472,False,False,False,False,True,False,0,0,0.007626716088175053,Low Risk
755,30,4,123217.66,2,0,1,144183.1,0,3,786,False,False,True,True,False,False,0,0,5.5294521040130735e-05,Low Risk
699,41,1,200117.76,2,1,0,94142.35,0,2,706,True,False,False,False,False,True,0,0,0.010566254642463638,Low Risk
662,33,3,0.0,2,0,1,68064.83,0,2,603,False,True,True,True,False,False,0,0,0.0001357173432416412,Low Risk
566,32,10,147511.26,1,1,1,159891.03,0,2,801,False,True,True,True,False,False,0,0,4.5719456872523165e-05,Low Risk
627,44,6,153548.12,1,0,0,35300.08,1,2,740,False,False,True,False,False,False,1,1,0.9963172601933491,High Risk
795,56,5,0.0,1,1,0,35418.69,1,5,675,False,True,False,False,True,False,1,1,0.9985616631546474,High Risk
552,34,4,0.0,2,1,0,140286.69,0,4,878,False,True,False,True,False,False,0,0,0.00225579630596937,Low Risk
610,50,1,113957.01,2,1,0,196526.55,1,4,264,True,False,True,False,False,True,1,1,0.9981708401806506,High Risk
658,55,8,119327.93,1,0,1,119439.66,0,5,397,True,False,False,False,False,False,0,0,0.0069602246686253505,Low Risk
663,32,8,130627.66,1,1,0,47161.25,1,4,423,True,False,True,False,False,True,1,1,0.9986515900520306,High Risk
698,37,8,0.0,2,0,0,145004.39,0,4,422,False,False,True,False,False,False,0,0,0.0035678992140007323,Low Risk
765,34,5,86055.17,2,1,1,104220.5,0,3,921,True,False,True,False,False,True,0,0,0.00016892227196088527,Low Risk
556,26,4,0.0,1,1,0,195167.38,0,4,727,False,False,True,False,False,True,0,0,0.0022441394370934695,Low Risk
640,46,8,0.0,2,1,0,89043.19,0,1,429,False,True,False,True,False,False,0,0,0.006884574093529581,Low Risk
714,28,7,77776.39,1,1,0,177737.07,0,3,264,True,False,True,False,False,False,0,0,0.013594082952914753,Low Risk
706,18,2,176139.5,2,1,0,129654.22,0,3,405,False,False,True,False,True,False,0,0,0.0008386132300242231,Low Risk
664,57,1,0.0,2,1,1,56562.57,0,3,910,False,False,True,False,True,False,0,0,0.0001093239611119313,Low Risk
578,36,8,129745.1,1,1,1,143683.75,0,2,594,True,False,False,False,False,False,0,0,0.003351387433315929,Low Risk
682,48,1,138778.15,1,0,1,168840.23,0,5,229,False,False,True,False,False,True,0,0,0.00040768994393607154,Low Risk
637,39,9,137843.8,1,1,1,117622.8,1,1,730,True,False,False,False,False,True,1,1,0.9949215163555973,High Risk
594,28,0,142574.71,2,1,0,129084.82,0,5,689,True,False,True,True,False,False,0,0,0.001735365616900905,Low Risk
612,33,9,0.0,1,0,0,142797.5,1,3,758,False,False,False,False,False,True,1,1,0.9993424786264422,High Risk
705,56,2,143249.67,1,1,0,88428.41,1,3,613,True,False,False,False,True,False,1,1,0.9996343252895243,High Risk
784,38,10,122267.85,1,0,0,145759.93,0,5,510,False,True,True,False,True,False,0,0,0.0013925349106472383,Low Risk
671,27,5,0.0,2,0,0,120893.07,0,4,962,False,False,True,True,False,False,0,0,0.0008763952648977749,Low Risk
577,29,7,0.0,2,1,1,55473.15,0,5,488,False,False,True,True,False,False,0,0,0.00013062918378983624,Low Risk
773,51,8,116197.65,2,1,1,86701.4,0,3,345,True,False,True,True,False,False,0,0,0.000350200801412417,Low Risk
573,35,9,0.0,2,1,0,11743.89,0,4,253,False,False,True,False,False,False,0,0,0.004471643172245966,Low Risk
647,22,3,97975.82,2,0,1,62083.0,0,5,299,True,False,False,False,False,False,0,0,0.004582704705071872,Low Risk
732,54,0,134249.7,1,0,1,13404.4,0,4,304,False,True,True,False,True,False,0,0,0.0003300002075386183,Low Risk
639,31,3,98360.03,1,0,0,20973.8,0,4,607,False,False,False,False,True,False,0,0,0.017028107450675185,Low Risk
850,43,0,108508.82,3,1,0,184044.8,1,5,721,True,False,True,False,True,False,1,1,0.987274461278652,High Risk
614,41,3,123475.04,1,1,1,179227.52,0,4,539,False,False,False,False,True,False,0,0,0.000735240547158752,Low Risk
677,25,8,130866.19,1,1,0,42410.21,0,5,236,False,True,False,False,False,False,0,0,0.010254417164056067,Low Risk
850,44,3,140393.65,2,0,1,186285.52,0,5,414,True,False,True,False,False,True,0,0,0.00038621622574806276,Low Risk
719,39,5,0.0,2,1,0,145759.7,0,1,337,False,True,True,False,False,True,0,0,0.0018943307603131176,Low Risk
454,34,4,0.0,2,1,0,198817.72,0,2,731,False,False,True,False,True,False,0,0,0.0015346605287919564,Low Risk
652,37,7,0.0,2,1,0,68789.93,0,4,932,False,True,True,True,False,False,0,0,0.0004296448619146972,Low Risk
591,56,9,128882.49,1,1,1,196241.94,1,2,658,False,False,False,False,False,False,1,1,0.9858720047496147,High Risk
581,71,4,0.0,2,1,1,197562.08,0,2,759,False,False,True,False,False,False,0,0,0.00016746647127673727,Low Risk
570,43,9,0.0,2,0,1,11417.26,0,5,236,False,False,False,False,False,True,0,0,0.0025818890789972553,Low Risk
663,42,5,124626.07,1,1,1,78004.5,0,2,676,False,False,False,False,False,True,0,0,0.0007881389883457232,Low Risk
717,59,4,0.0,2,1,1,170528.63,0,1,359,False,False,False,False,False,False,0,0,0.001496868528251636,Low Risk
635,29,7,105405.97,1,1,1,149853.89,0,2,274,False,False,True,False,True,False,0,0,0.0002972856683995739,Low Risk
699,64,9,113109.52,1,1,0,27980.8,1,2,787,False,False,True,False,False,True,1,1,0.9939264089442427,High Risk
608,63,3,139529.93,2,1,1,175696.16,1,2,961,False,True,False,True,False,False,1,1,0.9002716494806767,High Risk
544,40,7,0.0,1,0,1,161076.92,0,5,265,False,False,False,True,False,False,0,0,0.002751290804066903,Low Risk
737,45,10,0.0,2,1,0,1364.54,0,5,531,False,False,True,True,False,False,0,0,0.001367769557903218,Low Risk
756,23,1,112568.31,1,1,1,113408.11,0,5,965,False,False,False,False,False,False,0,0,0.0003343632784192193,Low Risk
656,41,6,101179.23,2,1,1,35230.61,0,2,239,False,True,False,True,False,False,0,0,0.0005142725244890873,Low Risk
505,29,3,145541.56,2,1,1,58019.95,0,1,701,True,False,True,False,False,True,0,0,0.0003421984233227006,Low Risk
659,39,8,52106.33,2,1,1,107964.36,0,1,595,True,False,True,False,False,True,0,0,0.0004916066400037265,Low Risk
659,42,2,0.0,1,0,0,162734.31,1,1,674,False,True,False,False,False,True,1,1,0.9993092852545555,High Risk
546,58,3,106458.31,4,1,0,128881.87,1,5,369,True,False,False,False,False,True,1,1,0.9984771344342198,High Risk
603,35,6,128993.76,2,1,0,130483.56,0,4,733,False,False,True,False,False,False,0,0,0.000761117619197211,Low Risk
703,41,6,109941.51,1,1,0,116267.28,0,5,500,False,False,False,False,False,True,0,0,0.009042214498299776,Low Risk
581,44,7,189318.16,2,1,0,45026.23,1,5,846,False,True,False,False,False,True,1,1,0.9916074563175754,High Risk
803,45,7,0.0,2,1,1,128378.04,0,1,589,False,True,False,False,True,False,0,0,0.000435785396661508,Low Risk
767,33,1,144753.21,1,1,1,132480.75,0,1,541,True,False,False,True,False,False,0,0,0.0021036714533480593,Low Risk
716,39,1,70657.61,2,1,1,76476.05,0,3,421,False,False,True,True,False,False,0,0,0.00011743284759676545,Low Risk
619,58,5,152199.33,1,1,1,86022.09,0,3,520,False,False,True,False,False,True,0,0,0.00020813353213739678,Low Risk
590,29,10,99250.08,1,1,1,129629.41,0,5,931,False,True,False,True,False,False,0,0,0.00016772404430919684,Low Risk
588,40,5,0.0,2,0,0,100727.68,0,1,394,False,False,True,True,False,False,0,0,0.004170444237059557,Low Risk
599,50,3,121159.65,1,0,0,4033.39,1,2,435,False,False,True,False,False,True,1,1,0.998298397572628,High Risk
551,42,1,50194.59,1,1,1,23399.58,0,1,621,False,False,True,False,True,False,0,0,0.00038291952704932027,Low Risk
646,37,7,96558.66,1,0,0,163427.18,0,3,493,False,False,False,False,True,False,0,0,0.016911701685758965,Low Risk
550,29,9,145294.08,2,1,0,147484.13,0,3,872,True,False,True,False,False,True,0,0,0.0017471647874209141,Low Risk
517,59,8,154110.99,2,1,0,101240.08,1,1,872,True,False,False,False,False,False,1,1,0.9992440942848825,High Risk
690,42,5,0.0,2,0,1,120512.08,0,4,915,False,False,False,False,True,False,0,0,0.0005509039901463325,Low Risk
664,36,1,0.0,2,1,1,95372.64,0,4,507,False,False,True,False,True,False,0,0,0.00017039002346064825,Low Risk
649,51,4,0.0,1,1,1,150390.57,0,3,782,False,True,True,False,True,False,0,0,0.0001353878127084234,Low Risk
621,53,9,170491.84,1,1,0,35588.07,1,3,777,False,True,True,False,True,False,1,1,0.9860802300324311,High Risk
661,41,5,28082.95,1,1,0,69586.27,1,1,605,False,True,False,False,True,False,1,1,0.9989661416124508,High Risk
535,30,5,122924.75,1,0,0,62390.59,1,4,244,False,True,False,False,False,False,1,1,0.9994955158333995,High Risk
623,28,7,0.0,1,0,0,129526.57,0,4,223,False,False,True,False,False,True,0,0,0.009530661584901252,Low Risk
646,46,1,170826.55,2,1,0,45041.32,0,2,689,True,False,True,False,True,False,0,0,0.003159893039084527,Low Risk
485,29,7,182123.79,1,1,0,116828.51,1,4,583,False,False,True,True,False,False,1,1,0.9893743106541794,High Risk
480,42,1,152160.21,2,1,0,101778.9,0,3,323,False,False,False,False,False,False,0,0,0.010497864200557726,Low Risk
650,32,4,79450.09,1,1,1,118324.75,0,5,315,False,True,False,False,False,True,0,0,0.0008465392879734994,Low Risk
610,37,10,140363.95,2,1,1,129563.86,0,3,929,False,True,False,True,False,False,0,0,8.502555286099443e-05,Low Risk
545,36,8,73211.12,2,1,0,89587.34,1,3,472,False,True,True,False,True,False,1,1,0.9891531106553388,High Risk
790,32,3,0.0,1,1,0,91044.47,0,5,730,False,True,True,True,False,False,0,0,0.0009408647299415009,Low Risk
647,51,4,131156.76,1,1,0,29883.63,0,3,531,True,False,True,True,False,False,0,0,0.007330355225379106,Low Risk
711,28,8,0.0,2,1,1,64286.39,0,2,997,False,False,True,True,False,False,0,0,5.282712044669265e-05,Low Risk
641,40,4,101090.27,1,1,1,51703.09,0,5,447,False,True,False,True,False,False,0,0,0.0005367892431335945,Low Risk
636,36,1,0.0,3,1,1,74048.1,1,5,244,False,True,True,False,False,False,1,1,0.9005475057981188,High Risk
669,46,3,0.0,2,0,1,8487.75,0,2,665,False,False,True,False,False,True,0,0,0.0003148353961437576,Low Risk
672,53,7,0.0,1,1,1,136910.18,0,3,311,False,False,False,False,True,False,0,0,0.002350933822117761,Low Risk
613,24,7,140453.91,1,1,0,129001.3,0,2,245,False,False,False,False,False,False,0,0,0.017780138690416503,Low Risk
781,32,6,147107.91,1,1,1,40066.95,0,1,740,False,False,True,False,True,False,0,0,0.00011852770932724015,Low Risk
609,39,3,121778.71,1,1,1,138399.67,0,3,985,False,False,True,False,True,False,0,0,7.973129735746485e-05,Low Risk
850,31,6,131996.66,2,1,1,178747.43,0,4,655,False,False,True,False,False,True,0,0,4.172434648843105e-05,Low Risk
690,36,7,101583.11,2,1,0,123775.15,0,2,423,False,False,True,False,False,False,0,0,0.001671502505890022,Low Risk
618,40,1,133245.52,2,1,1,54495.82,0,1,299,True,False,False,False,False,True,0,0,0.0035549865560657594,Low Risk
733,44,6,168165.84,1,0,1,197193.49,0,2,225,False,False,False,False,False,True,0,0,0.001734154745469793,Low Risk
742,27,0,0.0,2,0,1,131534.96,0,1,905,False,False,True,True,False,False,0,0,0.00010504359074520371,Low Risk
697,27,8,141223.68,2,1,0,90591.15,0,1,900,False,False,True,False,True,False,0,0,0.0004979919683228638,Low Risk
704,48,8,167997.6,1,1,1,173498.45,0,2,970,False,True,True,False,False,True,0,0,3.84652664098776e-05,Low Risk
619,28,6,99152.73,2,1,0,48475.12,0,2,321,True,False,False,True,False,False,0,0,0.026754264554205733,Low Risk
706,38,1,0.0,2,1,0,122379.54,0,1,884,False,False,True,False,False,True,0,0,0.0011971858274363828,Low Risk
640,40,8,110340.68,1,1,1,157886.6,0,4,778,False,False,True,False,False,False,0,0,0.00011861091587806193,Low Risk
492,52,8,125396.24,1,1,0,10014.72,1,2,931,True,False,False,False,False,False,1,1,0.9996588207549526,High Risk
579,40,10,45408.85,2,1,0,18732.91,0,5,696,True,False,True,False,True,False,0,0,0.004292288148922756,Low Risk
525,35,7,165358.77,1,0,1,94738.54,0,2,694,False,False,True,False,False,False,0,0,0.0002636432939123622,Low Risk
479,47,1,0.0,1,1,0,95270.83,0,4,782,False,False,True,False,False,False,0,0,0.00383002307946071,Low Risk
618,44,5,157955.83,2,0,0,139297.71,0,5,668,True,False,True,True,False,False,0,0,0.0026864490706428636,Low Risk
644,28,7,155060.41,1,1,0,29179.52,0,5,715,False,False,True,False,False,False,0,0,0.0013743083748328734,Low Risk
582,39,1,132077.48,2,1,0,192255.15,0,3,348,False,False,False,True,False,False,0,0,0.005087184929234856,Low Risk
652,36,1,0.0,2,1,1,151314.98,0,1,946,False,False,True,False,True,False,0,0,8.769889599586406e-05,Low Risk
775,30,5,0.0,1,1,0,193880.6,1,5,807,False,False,False,False,False,False,1,1,0.9984230936909925,High Risk
474,30,9,0.0,2,0,0,63158.22,0,1,894,False,False,False,False,True,False,0,0,0.010887918112392439,Low Risk
814,36,6,0.0,2,1,1,98657.01,0,5,780,False,False,False,False,False,True,0,0,0.0003510235490007252,Low Risk
577,60,10,125389.7,2,1,1,178616.73,0,2,309,False,False,True,True,False,False,0,0,0.0001178554208656475,Low Risk
815,37,1,166115.42,1,1,0,67208.3,0,3,335,False,False,True,False,True,False,0,0,0.002286447026868405,Low Risk
654,29,4,132954.64,1,1,1,146715.07,0,3,810,False,False,True,False,False,True,0,0,9.296062207995442e-05,Low Risk
686,33,9,141918.09,2,0,1,184036.47,0,4,976,True,False,True,True,False,False,0,0,0.0001118347573003923,Low Risk
658,21,7,0.0,2,0,1,154279.87,0,4,653,False,True,True,False,False,True,0,0,0.00010269533278693102,Low Risk
686,39,3,129626.19,2,1,1,103220.56,0,5,813,True,False,True,False,True,False,0,0,0.00015936443803809665,Low Risk
681,63,7,0.0,2,1,1,55054.48,0,1,665,False,False,False,False,True,False,0,0,0.0009099414986328434,Low Risk
526,28,1,112070.44,1,0,1,126281.83,0,4,486,False,False,True,False,False,False,0,0,0.00041710922802967477,Low Risk
621,34,6,0.0,2,1,1,99128.13,0,3,248,False,False,True,False,False,False,0,0,0.0003480853759641471,Low Risk
350,60,3,0.0,1,0,0,113796.15,1,1,958,False,False,False,False,False,True,1,1,0.9995873961444252,High Risk
564,37,9,100252.18,1,1,1,146033.52,0,3,500,False,True,True,False,True,False,0,0,0.0001318215789180331,Low Risk
669,37,4,0.0,1,1,0,132540.33,0,5,968,False,False,True,False,True,False,0,0,0.0013416781316735174,Low Risk
479,34,5,117593.48,2,0,0,113308.29,0,4,513,False,False,True,False,True,False,0,0,0.0020086730859824047,Low Risk
661,31,3,136067.82,2,1,0,65567.91,0,3,796,False,False,False,True,False,False,0,0,0.002314331751562317,Low Risk
765,40,6,138033.55,1,1,1,67972.45,0,5,739,False,False,True,False,True,False,0,0,8.968866158616199e-05,Low Risk
622,31,1,89688.94,1,1,1,152305.47,0,2,588,False,False,False,True,False,False,0,0,0.0007267371798640538,Low Risk
611,36,10,103294.56,1,1,0,160548.12,0,4,296,True,False,False,False,True,False,0,0,0.04679026898336921,Low Risk
576,55,9,0.0,2,1,1,94450.97,0,5,610,False,False,True,False,False,False,0,0,0.00017557585415632854,Low Risk
493,31,3,0.0,1,1,1,176570.28,1,4,808,False,False,False,False,False,True,1,1,0.9873962692222359,High Risk
714,52,4,100755.66,1,1,1,186775.25,0,3,429,False,False,True,False,False,False,0,0,0.0002597324070898501,Low Risk
517,41,2,0.0,2,0,1,75937.47,0,4,540,False,False,True,False,False,True,0,0,0.0003464157131984693,Low Risk
708,42,8,192390.52,2,1,0,823.36,0,2,307,True,False,False,False,False,True,0,0,0.0247765381363622,Low Risk
690,49,8,116622.73,1,0,1,51011.29,0,3,789,False,True,True,False,False,False,0,0,0.00015858722050478445,Low Risk
754,38,2,0.0,2,1,0,180698.32,0,3,357,False,False,True,True,False,False,0,0,0.0016481996560892007,Low Risk
611,68,5,82547.11,2,1,1,146448.01,0,3,631,False,False,True,True,False,False,0,0,8.526223827437561e-05,Low Risk
612,36,2,130700.92,2,0,0,77592.8,0,5,351,True,False,False,False,False,False,0,0,0.04477366043553314,Low Risk
615,49,3,0.0,2,1,1,49872.33,0,5,678,False,False,True,True,False,False,0,0,0.00010789987967892148,Low Risk
560,50,3,0.0,2,1,0,84531.79,0,2,308,False,False,True,False,False,True,0,0,0.004422933017636322,Low Risk
537,38,1,96939.06,1,1,1,102606.92,0,3,942,False,True,False,False,True,False,0,0,0.0003549333575114597,Low Risk
783,44,3,81811.71,1,1,0,164213.53,1,5,611,False,True,False,False,False,False,1,1,0.9978545313225864,High Risk
523,28,2,121164.11,1,1,1,59938.81,0,3,496,False,False,False,True,False,False,0,0,0.0008925082740150088,Low Risk
603,44,9,0.0,1,1,0,138328.24,0,5,696,False,False,True,False,False,False,0,0,0.0028102117790909237,Low Risk
686,22,5,0.0,2,1,0,158974.45,0,2,968,False,True,True,False,False,True,0,0,0.0004784037979993778,Low Risk
520,31,3,108914.17,1,1,1,183572.39,1,3,560,True,False,False,False,False,True,1,1,0.9963718164973591,High Risk
629,44,6,125512.98,2,0,0,79082.76,0,5,690,False,True,False,False,True,False,0,0,0.0035885726297994447,Low Risk
580,32,9,142188.2,2,0,1,128028.6,0,3,332,False,True,True,False,False,False,0,0,0.00014272094762604305,Low Risk
602,29,5,103907.28,1,1,0,161229.84,0,2,861,False,True,True,False,False,True,0,0,0.0008042425693616064,Low Risk
574,39,2,122524.61,2,1,0,88463.63,0,1,686,False,False,False,False,False,True,0,0,0.005586148374540487,Low Risk
613,44,3,0.0,2,0,1,136491.72,0,5,462,False,False,True,True,False,False,0,0,0.00021423865932302814,Low Risk
709,36,8,0.0,2,1,1,69676.55,0,3,829,False,False,False,False,True,False,0,0,0.0004293514455016679,Low Risk
502,33,6,125241.17,2,1,1,158736.07,0,2,742,True,False,False,False,False,False,0,0,0.0014131307427895626,Low Risk
733,33,7,187257.94,1,0,1,190430.81,0,2,356,True,False,False,False,False,False,0,0,0.004776213744331864,Low Risk
812,29,6,0.0,2,0,0,168023.6,0,1,705,False,False,True,False,False,False,0,0,0.0021926482563617974,Low Risk
850,31,1,96399.31,2,1,0,106534.15,0,5,318,False,False,True,False,True,False,0,0,0.0012009219531584655,Low Risk
584,37,1,0.0,2,1,1,180363.56,0,2,684,False,False,False,False,False,True,0,0,0.0006689675610759955,Low Risk
849,41,10,84622.13,1,1,1,198072.16,0,2,901,True,False,True,False,True,False,0,0,0.00026570707937840853,Low Risk
715,40,7,0.0,1,1,1,141359.11,0,5,776,False,False,True,True,False,False,0,0,0.00011503510085744975,Low Risk
509,46,1,0.0,1,1,0,71244.59,1,2,264,False,False,False,False,False,False,1,1,0.999793807922216,High Risk
747,41,5,94521.17,2,1,0,194926.86,0,1,806,False,True,False,False,False,False,0,0,0.0023818449125993305,Low Risk
646,18,10,0.0,2,0,1,52795.15,0,5,938,False,False,True,True,False,False,0,0,7.452837506976816e-05,Low Risk
486,39,8,97819.36,1,0,1,120531.31,0,3,408,False,False,False,False,True,False,0,0,0.002290391097956576,Low Risk
542,25,7,0.0,2,0,1,82393.08,0,3,266,False,False,False,False,True,False,0,0,0.0022714850948414625,Low Risk
682,24,9,57929.81,2,0,0,53134.3,0,5,643,True,False,True,False,False,True,0,0,0.0056085509950299355,Low Risk
651,36,7,0.0,2,1,0,13898.31,0,1,545,False,False,True,True,False,False,0,0,0.0020063412654725238,Low Risk
516,50,7,139675.07,2,1,0,45591.23,0,3,794,True,False,True,True,False,False,0,0,0.002354784213103422,Low Risk
649,24,7,101195.23,1,0,0,133091.32,0,2,536,True,False,True,False,False,True,0,0,0.012883109793627102,Low Risk
